用户名,时间,内容,点赞量,sentiment,sentiment_class
聪明小能猫,2024/1/14 8:58,美国用印度牵制中国，中国需要巴基斯坦牵制印度，就是这么一层简单的政治关系，别加戏了各位。,1,0.999949336,非常积极
hirowl,2024/1/7 22:18,很佩服你们这些敢去一些争议国家的冒险者，很羡慕，但是作为女性是绝对不敢单身去这些国家的。,1,0.999403105,非常积极
小至有尊宝,2024/1/10 0:05,有没有发现up除了专门拍摄女性之外他们接上一个女性都没有，拍的街景全是男的，没有一个女的,0,0.930547528,非常积极
昆虫单于可汉大帝,2024/1/7 2:33,造谣中巴友谊的基本都是台独，港独，公知，二狗子，还有被洗脑没有脑子的人，中巴友谊万岁。,1,0.999776764,非常积极
暖栀山雾,2024/5/28 15:51,你说的可不只是你所看到的，更多的是你主观的一些臆想，你把所有对你的好都和利益扯上关系了,0,0.148064036,非常消极
画祤,2024/3/5 13:39,巴基斯坦比较属于小国亲美搞好关系又没啥问题，美国这个吊国什么状态谁还不清楚，没事找事。,0,0.789890808,较为积极
聚光灯之下的祝福,2024/3/5 16:31,国际关系本来就是多样化，比如印度更我们关系差却和俄罗斯关系好,0,0.986159189,非常积极
疯疯更健康,2024/1/15 11:20,这标题瞬间没有看内容的兴趣了，虽然看评论好像内容不是这么一回事，但是标题党自己选的路嘛,0,0.670024528,较为积极
心理镜面,2024/1/7 12:55,中国人在巴基斯坦会得到相对应的优待但不是对所有中国人全面展开优待政策的照顾~,1,0.999832403,非常积极
Makise丨kuris,2024/1/8 14:44,抗印？不存在的，两个发展中国家本身并没有深仇大恨，因为青藏高原存在，印度那边进攻中国很难。可以的话中印更想当个友好邻邦。不过巴基斯坦是得依靠中国的,1,0.975153323,非常积极
小小悟龟,2024/2/19 4:29,因为我们强 如果弱了 你看看还会有几个国家和你铁  和做人一样 有钱朋友就和你铁！,0,0.954051883,非常积极
___XionGJialE---,2024/1/24 9:49,"印度：听说隔壁跟中国很铁？让我看看这么个事！
（一顿挨揍后）
印度：还真是。。。",0,0.990566984,非常积极
传说中的贺哥哥,2024/1/7 20:48,"这个也是AK47,上面车上那个还是AK47，只要是枪就他么给我叫AK47",0,0.884914075,非常积极
小冄魂,2024/3/28 11:13,关键不稳定，稳定才能有人去旅游，谁也不会冒着生命危险去，希望能尽快处理掉反对派,0,0.741499997,较为积极
Damonmo1,2024/1/19 11:21,您好博主，我司的返点辛苦给安排下，一直不回复微信也没法解决呀，我们会一直跟进。,0,0.000473328,非常消极
良の助理,2024/1/10 11:50,他们那边的新闻联播 也是说咱们好吧  一阵一阵的  亲美  亲日的时候也一样,1,0.956328291,非常积极
GoldenWitch贝阿朵,2024/1/7 18:56,伊斯兰国家总让我感觉和现在的现代化国家格格不入，就像大清搞什么洋务运动一样。,1,0.953710905,非常积极
玉米独尊,2024/1/5 22:22,我一开始真以为那个富二代是喜欢你哈哈，谁让你那么帅呢,1,0.960298724,非常积极
Damonmo1,2024/1/19 11:22,您好博主，我司的返点辛苦给安排下，一直不回复微信也没法解决呀，我们会一直跟进,0,0.000473328,非常消极
阿狸573993580,2024/1/18 13:44,恐怖袭击不一定是白沙瓦的反对派，很有可能是啤卢之解放军（国际认定的恐怖组织）,0,0.314085958,较为消极
Sbeusv,2024/1/29 15:30,别忘记了本.拉登就是巴基斯坦的人吧，虽然他搞霉国，但是不可否认还是恐怖分子,0,0.973528313,非常积极
Sbeusv,2024/1/29 15:33,所以在外还是要小心,0,0.282854419,较为消极
只爱我家宝贝,2024/1/24 17:26,我仔细看了下UP主这期视频，街上真的很少或者几乎没有女人，宗教真的太可怕了,0,0.909884111,非常积极
si1verrain,2024/1/17 1:21,"不管怎样都要保护要自己哪都有好人和坏人不是,除了中国没有再更安全的地方了",1,0.965741984,非常积极
血腥乄瑪麗,2024/1/8 16:43,感觉这种无条件的信任会被人利用，被恐怖分子利用，带去他家或者作坊然后遇害,0,0.862600455,非常积极
没意思退了,2024/4/4 19:54,有贫富差距很正常，如果有钱人都得靠武装保护自己，那普通人肯定更不好过，,0,0.975895387,非常积极
o909o909321,2024/1/7 12:23,除了石油土豪国家外其他的伊斯兰国家经济社会方面总体上跟新疆比怎么样啊？,0,0.985663515,非常积极
目目佳瞿,2024/4/11 22:41,不愧是b战给我推那么高质量的视频，看这些长视频总比女人扭屁股好看多了,0,0.991980829,非常积极
蓝纹环带章鱼,2024/1/7 1:24,把我带着去他们村  一群人拿着AK  我吓都吓死了,1,0.106824429,非常消极
疯狂不是堕落,2024/1/16 23:11,哥，最大的贫民窟在阿三孟买，你去哪里瞅瞅你就知道那个最大了,0,0.130211249,非常消极
蓝蔚海天,2024/1/19 21:51,在孟加拉国的达卡,0,0.729795391,较为积极
遇到高手就跑,2024/1/8 3:27,巴基斯坦对中国已经很不错了，去日韩的都知道 不歧视你都属于走大运了,0,0.991823958,非常积极
我和太阳有个约定,2024/1/5 19:37,巴渣倒是听过，从没有听说过巴铁，跟阿三一个德行,6,0.363410515,较为消极
风薰夏记忆,2024/1/7 11:00,"国家强大了朋友自然也就多了,甚至还可以养狗,比如漂亮国",2,0.999375522,非常积极
cx233,2024/2/6 20:59,社交就是利益场，真诚与利益也不冲突，就看吃相好不好,0,0.914740714,非常积极
东风破晓,2024/1/12 22:01,反正正确理性的看待吧，就别传别信什么中巴友好写入宪法的什么玩意,0,0.967920029,非常积极
狼与基尔克,2024/3/17 13:20,说实话还是先别去了，没出事还好，出了事就得被国内外的网友声讨,1,0.11582061,非常消极
椰绒_Yael,2024/1/22 9:56,当地也很怕中国人出事，产生国家之间的矛盾，所以派人持枪保护,0,0.987012189,非常积极
迷之漆黑魔导师,2024/3/26 19:17,就是1979年美驻伊朗大使馆被占那件事，有可能被复刻一手,0,0.926518145,非常积极
BSXRB,2024/1/16 19:46,为什么整个视频基本看不到女性，巴基斯坦女性都不让上街么？,0,0.869631779,非常积极
Omni-Man,2024/1/15 4:20,01:01 大胡子的眼神爱上了UP噜,0,0.932270417,非常积极
沃颂谝琪迪痕,2024/1/9 21:14,我有个好奇的疑问，巴基斯坦对中国的穆斯林是怎么对待的呢,0,0.9982071,非常积极
夏目jz,2024/2/27 12:35,换位思考吧，别人本来就不容易，有些国人还是少占点便宜,2,0.815897555,非常积极
杜鹤影Elio,2024/1/10 23:47,"啊，好想问问，
巴基斯坦的男生会不会追中国的男生啊？",1,0.946904586,非常积极
yejiehong2018,2024/1/7 18:34,那些说巴铁是吹出来的，是互联网造谣出来的请出来走走走,1,0.670640886,较为积极
815小日子寄快递,2024/5/20 0:09,伊斯兰世界好像对gay是很反感的up你多虑了,0,0.871127958,非常积极
TyranT0088,2024/1/11 19:02,没有遇到喜欢你的男孩子还挺失望！没事B站GAY多！,1,0.288510341,较为消极
伍六柒大虾,2024/1/7 22:07,这一切的开始还得回到62年中国狠狠的捶了阿三那一次,1,0.396360695,较为消极
等待小男孩的小胖子,2024/1/6 16:50,巴基斯坦有些对中国人不好的，大多是阿三那边扶持的。,0,0.959327052,非常积极
暴走兄弟,2024/1/7 13:09,我的巴铁富二代天天给我打电话，要找女朋友,17,0.831921535,非常积极
气运貔貅,2024/1/11 1:55,我看过在巴基斯坦那边的UP卓越，他在那边遇到个国人大姐在巴基斯坦好些年头了谈了个巴基斯坦男友有一期就大吐苦水说别嫁巴基斯坦男的，那边像以前的中国，家里父母决定一切做儿子的巨听父母的话全部围着父母转女方巨委屈不知道富人级别会不会开明一点,1,0.977257119,非常积极
sammo,2024/1/7 17:47,穷的时候跟你铁 才是真的铁 发达了就不那么存粹了,1,0.770063833,较为积极
bili_36472970344,2024/1/29 10:35,世界最大平民窟不是印度的达拉维平民窟么？,0,0.997734158,非常积极
她的昵称违规,2024/1/10 14:05,我发现，中国好像是唯一打遍了地球上所有国家的国家,0,0.997777733,非常积极
盛世肥啵啵啵啵啵,2024/1/7 19:52,这不比找个旮旯角找个外国人假装拍自己出国了真实么,0,0.128882005,非常消极
润涵秋,2024/1/7 17:46,为什么巴基斯坦满大街男人，很少看到巴基斯坦女人？,0,0.937799312,非常积极
放荡的西瓜,2024/1/11 20:59,宗教国家怎么可能靠得住，随便扔个神出来推到一切,2,0.909722491,非常积极
却又是多啦,2024/1/27 2:23,一带一路挑战很大啊。稍不注意边境就把枪带过来了,0,0.977917996,非常积极
云端的日子F,2024/1/16 16:42,就记住一点，不管是中国还是巴基斯坦，都是群体。,0,0.927615902,非常积极
自己吃瓜,2024/4/28 23:16,"笔记
还是多搜索一下近年中国人在巴基斯坦死亡了多少吧",4,0.999665234,非常积极
种猪佩奇か,2024/1/6 23:05,看了这些 我只能是 国家禁枪禁对了,0,0.353997194,较为消极
黑格の提姆,2024/2/1 18:09,我是Gay，表示真的蛮喜欢up的,0,0.867561436,非常积极
zzjwishI,2024/1/12 13:44,富二代营养过剩了，带上帽子以为45了,0,0.532973397,中立
小老弟刺激吗,2024/1/10 23:27,不是，真有人不知道巴基斯坦是铁杆美系国家吗？,0,0.912027129,非常积极
闪光暗杀者光头菌,2024/1/7 14:03,视频里得巴基斯坦人看面相我就知道谁善良谁狡诈,0,0.92735778,非常积极
卖豆豆的豆豆,2024/4/13 15:23,"笔记
在沙特，一位素不相识的巴基斯坦人让我看的",11,0.943951542,非常积极
是叶子真的苟,2024/1/7 19:38,29分28秒，那小子怎么竖中指呢？不学好！,1,0.847046669,非常积极
哎果子,2024/4/5 23:23,不要求优待，这样屁股就歪了，我们要人人平等,0,0.123907646,非常消极
弥度密,2024/1/7 18:49,谁天天给我这给我那的我也认他做大哥,0,0.535525624,中立
俏旦,2024/3/24 23:51,你怎么在我左边讲话吖,0,0.115774566,非常消极
暖暖小猫,2024/5/17 17:48,别介绍了，怕出问题的，那边还是很传统的,0,0.905175019,非常积极
我开的车os,2024/1/14 16:06,没别的我被封面那个帅哥吸进来了,0,0.88387827,非常积极
Dふ也,2024/1/9 1:24,我要是能死在那样的事情里，倒是种幸福。,0,0.844878855,非常积极
手铳重卫士,2024/2/16 17:36,核心拷问：你到底是普通游客还是媒体？,1,0.837740935,非常积极
账号已注销,2024/3/9 20:13,大家一定要知道这个爆走兄弟是个烂人。,0,0.142328287,非常消极
咸鱼sama丶,2024/2/1 0:18,国内找不到老婆 国外有啊,0,0.361850589,较为消极
一卜门心,2024/1/12 17:26,你的巴基斯坦朋友看到这条视频会伤心的,0,0.846927902,非常积极
肉干海魂衫,2024/1/7 12:46,怎么觉得这个声音好小啊？,0,0.485126677,中立
达拉崩吧怎么了,2024/1/5 21:13,这么说呢，你天天管着我吃喝，我也铁,6,0.865196997,非常积极
bilibili鬼畜小王,2024/1/8 16:40,地缘zz罢了，钳制印需要这么个国家,1,0.481854255,中立
火锅是个噪音机,2024/2/7 17:57,要不找个巴基斯坦老婆？,0,0.626170754,较为积极
suniceball,2024/1/7 20:40,没有无缘无故的好也没有无缘无故的恨,0,0.163076081,非常消极
duo弗朗明哥,2024/1/19 17:10,不是什么铁 只是有合作 误导不好,1,0.011660752,非常消极
我永远讨厌政治,2024/5/21 13:22,弹幕吵什么...毛病,1,0.434560282,中立
34743692720_bili,2024/1/11 19:35,当一个友好国家就好了，别那么吹,1,0.667884293,较为积极
承栗,2024/5/12 23:50,千万不能去巴基斯坦的南部地区。,0,0.349637358,较为消极
家有父母妻儿,2024/3/24 21:49,对的 没有永远的朋友 只有利益,0,0.811655045,非常积极
光子のパンツ,2024/2/12 7:09,咋就矛盾了，思维明显跟不上年龄,0,0.958782768,非常积极
肖鱼儿上钩了,2024/1/7 0:32,我觉得伊拉克人对中国人更加友好,0,0.8279418,非常积极
魔之右手,2024/2/17 12:37,巴基斯坦=绿色 三哥,0,0.773872206,较为积极
比亚迪外星人建交,2024/1/7 20:57,明白了，反对派对中国人不友好,0,0.719374752,较为积极
该账号已注销8f6Vk,2024/2/5 17:00,相当于美国人去日本,0,0.910827504,非常积极
三倍速-红色闪电,2024/2/1 23:18,下一站去古巴吧,0,0.451833676,中立
説吾名逗汝笑,2024/1/6 3:34,想找个巴基斯坦老婆诶。。。,0,0.565131806,中立
小枣秀夫,2024/1/16 19:44,自己还顾不过来了还顾别人,2,0.822860457,非常积极
小小悟龟,2024/2/19 4:39,文案一般 磕磕绊绊的感觉,0,0.74694762,较为积极
小小悟龟,2024/2/19 4:42,提词器位置不好 老斜眼瞄 在加上文案不行 就感觉很不好！小小建议,0,0.308681956,较为消极
牟暖暖,2024/1/12 6:34,有钱在大部分地方都受欢迎,0,0.343698904,较为消极
马督农,2024/1/11 17:28,感觉up有点帅是怎么回事,0,0.871651243,非常积极
浪迹天使love,2024/1/9 18:20,我国内混明白，再考虑出国,0,0.949827849,非常积极
